ORDER DATE,BatchNumber,Category,Style,Color / Type,Size,Seller,Item name,CNY Per,USD Per,Arrived?,Quantity,Quantity Arrived,SKU Main,SKU Specific,SKU Number,Total CNY,Total USD,Notes
8/7/2025,2,Jewelry,BMecha,Man,N/A,Gyencha,Phosar Mecha,¥120.00,$16.83,TRUE,5,5,gcBMecha,gcBMechaMan,,¥600.00,$84.15,
8/7/2025,2,Jewelry,Knife,GirlGold,N/A,Gyencha,Girl's Decor Dagger,¥30.00,$4.21,TRUE,5,5,gcKnife,gcKnifeGirlGold,,¥150.00,$21.04,
8/7/2025,2,Jewelry,Knife,GirlSilver,N/A,Gyencha,Girl's Decor Dagger,¥30.00,$4.21,TRUE,5,5,gcKnife,gcKnifeGirlSilver,,¥150.00,$21.04,
8/7/2025,2,Jewelry,SPinkap,Small,N/A,Gyencha,Small Pinkap,¥7.00,$0.98,TRUE,25,25,gcSPinkap,gcSPinkapSmall,,¥175.00,$24.54,
8/7/2025,2,Jewelry,Charma,BigSilver,N/A,Gyencha,Big Silver Charma,¥85.00,$11.92,TRUE,5,5,gcCharma,gcCharmaBigSilver,,¥425.00,$59.61,
8/7/2025,2,Jewelry,SMecha,ManLink,N/A,Gyencha,Mini Mecha,¥14.26,$2.00,TRUE,4,4,gcSMecha,gcSMechaManLink,,¥57.04,$8.00,
8/7/2025,2,Jewelry,SDachap,ManLink,N/A,Gyencha,Small Dachap,¥28.52,$4.00,TRUE,3,3,gcSDachap,gcSDachapManLink,,¥85.56,$12.00,
8/8/2025,2,Jewelry,LapChain2,MenSilverC,N/A,Gyencha,Men's Single Lap Chain,¥14.26,$2.00,TRUE,4,4,gcLapChain2,gcLapChain2MenSilverC,,¥57.04,$8.00,
8/7/2025,2,Wonju,Metok,BlueSilk,XL,Phama Tsering Logya,Metok Plain Blue Wonju,¥50.00,$7.01,TRUE,15,15,ptlMetok,ptlMetokBlueSilkXL,,¥750.00,$105.19,
8/7/2025,2,Wonju,Metok,BlueSilk,L,Phama Tsering Logya,Metok Plain Blue Wonju,¥50.00,$7.01,TRUE,3,3,ptlMetok,ptlMetokBlueSilkL,,¥150.00,$21.04,
8/14/2025,3,Chupa,Sparkle,Red,XL,Phama Tsering Logya,Sparkle Chupas,¥175.00,$24.54,FALSE,2,2,ptlSparkle,ptlSparkleRedXL,,¥350.00,$49.09,
8/14/2025,3,Chupa,Sparkle,Red,L,Phama Tsering Logya,Sparkle Chupas,¥175.00,$24.54,FALSE,2,2,ptlSparkle,ptlSparkleRedL,,¥350.00,$49.09,
8/14/2025,3,Chupa,Sparkle,BrownBlack,XL,Phama Tsering Logya,Sparkle Chupas,¥175.00,$24.54,FALSE,2,2,ptlSparkle,ptlSparkleBrownBlackXL,,¥350.00,$49.09,
8/14/2025,3,Chupa,Sparkle,BrownBlack,L,Phama Tsering Logya,Sparkle Chupas,¥175.00,$24.54,FALSE,3,3,ptlSparkle,ptlSparkleBrownBlackL,,¥525.00,$73.63,
8/14/2025,3,Chupa,Sparkle,BlackGrey,XL,Phama Tsering Logya,Sparkle Chupas,¥175.00,$24.54,FALSE,3,3,ptlSparkle,ptlSparkleBlackGreyXL,,¥525.00,$73.63,
8/14/2025,3,Chupa,Sparkle,BlackGrey,L,Phama Tsering Logya,Sparkle Chupas,¥175.00,$24.54,FALSE,2,2,ptlSparkle,ptlSparkleBlackGreyL,,¥350.00,$49.09,
8/14/2025,3,Wonju,Metok,Black,XXL,Phama Tsering Logya,Metok Wonju,¥50.00,$7.01,FALSE,3,3,ptlMetok,ptlMetokBlackXXL,,¥150.00,$21.04,
8/14/2025,3,Wonju,Metok,Black,XL,Phama Tsering Logya,Metok Wonju,¥50.00,$7.01,FALSE,3,3,ptlMetok,ptlMetokBlackXL,,¥150.00,$21.04,
8/14/2025,3,Wonju,Metok,Black,L,Phama Tsering Logya,Metok Wonju,¥50.00,$7.01,FALSE,2,2,ptlMetok,ptlMetokBlackL,,¥100.00,$14.03,
8/14/2025,3,Wonju,Metok,Pink,XXL,Phama Tsering Logya,Metok Wonju,¥50.00,$7.01,FALSE,3,3,ptlMetok,ptlMetokPinkXXL,,¥150.00,$21.04,
8/14/2025,3,Wonju,Metok,Pink,XL,Phama Tsering Logya,Metok Wonju,¥50.00,$7.01,FALSE,3,3,ptlMetok,ptlMetokPinkXL,,¥150.00,$21.04,
8/14/2025,3,Wonju,Metok,Pink,L,Phama Tsering Logya,Metok Wonju,¥50.00,$7.01,FALSE,2,2,ptlMetok,ptlMetokPinkL,,¥100.00,$14.03,
8/14/2025,3,Chupa,Elegant,GoldBlack,XXL,Phama Tsering Logya,Elegant Chupa,¥220.00,$30.86,FALSE,2,2,ptlElegant,ptlElegantGoldBlackXXL,,¥440.00,$61.71,
8/14/2025,3,Chupa,Elegant,GoldBlack,XL,Phama Tsering Logya,Elegant Chupa,¥220.00,$30.86,FALSE,5,5,ptlElegant,ptlElegantGoldBlackXL,,"¥1,100.00",$154.28,
8/14/2025,3,Chupa,Elegant,GoldBlack,L,Phama Tsering Logya,Elegant Chupa,¥220.00,$30.86,FALSE,2,2,ptlElegant,ptlElegantGoldBlackL,,¥440.00,$61.71,
8/14/2025,3,Chupa,ElegantMen,GoldBlack,XXL,Phama Tsering Logya,Elegant Men's Chupa,¥220.00,$30.86,FALSE,2,2,ptlElegantMen,ptlElegantMenGoldBlackXXL,,¥440.00,$61.71,
8/14/2025,3,Chupa,ElegantMen,GoldBlack,XL,Phama Tsering Logya,Elegant Men's Chupa,¥220.00,$30.86,FALSE,5,5,ptlElegantMen,ptlElegantMenGoldBlackXL,,"¥1,100.00",$154.28,
8/14/2025,3,Chupa,ElegantMen,GoldBlack,L,Phama Tsering Logya,Elegant Men's Chupa,¥220.00,$30.86,FALSE,2,2,ptlElegantMen,ptlElegantMenGoldBlackL,,¥440.00,$61.71,
8/14/2025,3,Chupa,Elegant,BlackGray,XXL,Phama Tsering Logya,Elegant Chupa,¥220.00,$30.86,FALSE,2,2,ptlElegant,ptlElegantBlackGrayXXL,,¥440.00,$61.71,
8/14/2025,3,Chupa,Elegant,BlackGray,XL,Phama Tsering Logya,Elegant Chupa,¥220.00,$30.86,FALSE,5,5,ptlElegant,ptlElegantBlackGrayXL,,"¥1,100.00",$154.28,
8/14/2025,3,Chupa,Elegant,BlackGray,L,Phama Tsering Logya,Elegant Chupa,¥220.00,$30.86,FALSE,2,2,ptlElegant,ptlElegantBlackGrayL,,¥440.00,$61.71,
8/14/2025,3,Chupa,ElegantMen,BlackGray,XXL,Phama Tsering Logya,Elegant Men's Chupa,¥220.00,$30.86,FALSE,2,2,ptlElegantMen,ptlElegantMenBlackGrayXXL,,¥440.00,$61.71,
8/14/2025,3,Chupa,ElegantMen,BlackGray,XL,Phama Tsering Logya,Elegant Men's Chupa,¥220.00,$30.86,FALSE,5,5,ptlElegantMen,ptlElegantMenBlackGrayXL,,"¥1,100.00",$154.28,
8/14/2025,3,Chupa,ElegantMen,BlackGray,L,Phama Tsering Logya,Elegant Men's Chupa,¥220.00,$30.86,FALSE,2,2,ptlElegantMen,ptlElegantMenBlackGrayL,,¥440.00,$61.71,
8/14/2025,3,Chupa,fullGuchen,Burgundy,XL,Bhod Thakchen,Guchen Chupa,¥90.00,$12.62,FALSE,4,4,btfullGuchen,btfullGuchenBurgundyXL,,¥360.00,$50.49,
8/14/2025,3,Chupa,fullGuchen,Burgundy,L,Bhod Thakchen,Guchen Chupa,¥90.00,$12.62,FALSE,3,3,btfullGuchen,btfullGuchenBurgundyL,,¥270.00,$37.87,
8/14/2025,3,Chupa,plaindhi,Orange,XL,Bhod Thakchen,Yangkar Chupa,¥108.00,$15.15,FALSE,2,2,btplaindhi,btplaindhiOrangeXL,,¥216.00,$30.29,
8/14/2025,3,Chupa,plaindhi,Orange,L,Bhod Thakchen,Yangkar Chupa,¥108.00,$15.15,FALSE,1,1,btplaindhi,btplaindhiOrangeL,,¥108.00,$15.15,
8/14/2025,3,Jewelry,CuteStud,Pearl,N/A,Men You Ping,Gachung Stud,¥10.00,$1.40,FALSE,4,4,mypCuteStud,mypCuteStudPearl,,¥40.00,$5.61,
8/14/2025,3,Jewelry,CuteStud,Red,N/A,Men You Ping,Gachung Stud,¥10.00,$1.40,FALSE,4,4,mypCuteStud,mypCuteStudRed,,¥40.00,$5.61,
8/14/2025,3,Jewelry,CuteStud,Green,N/A,Men You Ping,Gachung Stud,¥10.00,$1.40,FALSE,4,4,mypCuteStud,mypCuteStudGreen,,¥40.00,$5.61,
8/14/2025,3,Jewelry,CuteStud,Blue,N/A,Men You Ping,Gachung Stud,¥10.00,$1.40,FALSE,4,4,mypCuteStud,mypCuteStudBlue,,¥40.00,$5.61,
8/14/2025,3,Jewelry,Dangly,Green,N/A,Men You Ping,Dangle Earrings,¥20.00,$2.81,FALSE,3,3,mypDangly,mypDanglyGreen,,¥60.00,$8.42,
8/14/2025,3,Jewelry,Dangly,Pearl,N/A,Men You Ping,Dangle Earrings,¥20.00,$2.81,FALSE,3,3,mypDangly,mypDanglyPearl,,¥60.00,$8.42,
8/14/2025,3,Jewelry,Dangly,Red,N/A,Men You Ping,Dangle Earrings,¥20.00,$2.81,FALSE,3,3,mypDangly,mypDanglyRed,,¥60.00,$8.42,
8/14/2025,3,Jewelry,Dangly,Blue,N/A,Men You Ping,Dangle Earrings,¥20.00,$2.81,FALSE,3,3,mypDangly,mypDanglyBlue,,¥60.00,$8.42,
8/14/2025,3,Jewelry,SmallBrooch,Red,N/A,Men You Ping,Minimal Brooch,¥15.00,$2.10,FALSE,5,5,mypSmallBrooch,mypSmallBroochRed,,¥75.00,$10.52,
8/14/2025,3,Jewelry,SmallBrooch,Green,N/A,Men You Ping,Minimal Brooch,¥15.00,$2.10,FALSE,5,5,mypSmallBrooch,mypSmallBroochGreen,,¥75.00,$10.52,
8/14/2025,3,Jewelry,SmallBrooch,WineRed,N/A,Men You Ping,Minimal Brooch,¥15.00,$2.10,FALSE,5,5,mypSmallBrooch,mypSmallBroochWineRed,,¥75.00,$10.52,
8/14/2025,3,Jewelry,ChainStud,Pink,N/A,Men You Ping,Gachung Chain Stud,¥12.00,$1.68,FALSE,3,3,mypChainStud,mypChainStudPink,,¥36.00,$5.05,
8/14/2025,3,Jewelry,ChainStud,Blue,N/A,Men You Ping,Gachung Chain Stud,¥12.00,$1.68,FALSE,5,5,mypChainStud,mypChainStudBlue,,¥60.00,$8.42,
8/14/2025,3,Jewelry,FancyBrooch,Coral,N/A,Men You Ping,Fancy Coral Brooch,¥20.00,$2.81,FALSE,4,4,mypFancyBrooch,mypFancyBroochCoral,,¥80.00,$11.22,this one too
8/14/2025,3,Jewelry,BroochEar,Coral,N/A,Men You Ping,Fancy Coral Earrings,¥20.00,$2.81,FALSE,4,4,mypBroochEar,mypBroochEarCoral,,¥80.00,$11.22,^^ * these two were bought as set for 40
8/14/2025,3,Jewelry,SMecha,Phosar,N/A,Gyencha,Mini Mecha No Link,¥20.00,$2.81,FALSE,5,5,gcSMecha,gcSMechaPhosar,,¥100.00,$14.03,
8/14/2025,3,Jewelry,LapChain3,2Stack,N/A,Gyencha,Bold 3 Chain Lap Rack,¥110.00,$15.43,FALSE,3,3,gcLapChain3,gcLapChain32Stack,,¥330.00,$46.28,
8/14/2025,3,Jewelry,Lulong,MDarkGold,N/A,Gyencha,Medium Lulong Pair,¥80.00,$11.22,FALSE,1,1,gcLulong,gcLulongMDarkGold,,¥80.00,$11.22,quantity pertains to pairs?
