ORDER DATE,BatchNumber,Category,Style,Color / Type,Size,Seller,Item name,CNY Per,USD Per,Arrived?,Quantity,Quantity Arrived,SKU Main,SKU Specific,SKU Number,Total CNY,Total USD,Notes
7/28/2025,2,Chupa,LhasaGuchen,Burgundy,XL,BhodLa,Guchen Utsang Chupa,¥210.00,$29.40,FALSE,3,3,blLhasaGuchen,blLhasaGuchenBurgundyXL,,¥630.00,$88.21,
7/28/2025,2,Chupa,LhasaGuchen,Burgundy,L,BhodLa,Guchen Utsang Chupa,¥210.00,$29.40,FALSE,3,3,blLhasaGuchen,blLhasaGuchenBurgundyL,,¥630.00,$88.21,
7/28/2025,2,Chupa,LhasaGuchen,Green,XL,BhodLa,Guchen Utsang Chupa,¥210.00,$29.40,FALSE,3,3,blLhasaGuchen,blLhasaGuchenGreenXL,,¥630.00,$88.21,
7/28/2025,2,Chupa,LhasaGuchen,Green,L,BhodLa,Guchen Utsang Chupa,¥210.00,$29.40,FALSE,3,3,blLhasaGuchen,blLhasaGuchenGreenL,,¥630.00,$88.21,
7/28/2025,2,Chupa,LhasaGuchen,Blue,XL,BhodLa,Guchen Utsang Chupa,¥210.00,$29.40,FALSE,3,3,blLhasaGuchen,blLhasaGuchenBlueXL,,¥630.00,$88.21,
7/28/2025,2,Chupa,LhasaGuchen,Blue,L,BhodLa,Guchen Utsang Chupa,¥210.00,$29.40,FALSE,3,3,blLhasaGuchen,blLhasaGuchenBlueL,,¥630.00,$88.21,
7/28/2025,2,Chupa,LhasaGuchen,Orange,XL,BhodLa,,¥165.00,$23.10,FALSE,1,1,blLhasaGuchen,blLhasaGuchenOrangeXL,,¥165.00,$23.10,
7/30/2025,2,Chupa,Boy-Line,Black,XL,Bhod Thakchen,Thakshar Chupa,¥180.00,$25.20,FALSE,4,4,btBoy-Line,btBoy-LineBlackXL,,¥720.00,$100.82,
7/31/2025,2,Chupa,Boy-Line,Black,L,Bhod Thakchen,Thakshar Chupa,¥180.00,$25.20,FALSE,6,6,btBoy-Line,btBoy-LineBlackL,,"¥1,080.00",$151.22,
7/30/2025,2,Chupa,Boy-Line,Brown,XL,Bhod Thakchen,Thakshar Chupa,¥180.00,$25.20,FALSE,4,4,btBoy-Line,btBoy-LineBrownXL,,¥720.00,$100.82,
7/30/2025,2,Chupa,Boy-Line,Brown,L,Bhod Thakchen,Thakshar Chupa,¥180.00,$25.20,FALSE,4,4,btBoy-Line,btBoy-LineBrownL,,¥720.00,$100.82,
7/30/2025,2,Chupa,Boy-Line,Gray,XL,Bhod Thakchen,Thakshar Chupa,¥180.00,$25.20,FALSE,4,4,btBoy-Line,btBoy-LineGrayXL,,¥720.00,$100.82,
7/30/2025,2,Chupa,Boy-Line,Gray,L,Bhod Thakchen,Thakshar Chupa,¥180.00,$25.20,FALSE,4,4,btBoy-Line,btBoy-LineGrayL,,¥720.00,$100.82,
7/30/2025,2,Chupa,Boy-Line,Beige,XL,Bhod Thakchen,Thakshar Chupa,¥180.00,$25.20,FALSE,5,5,btBoy-Line,btBoy-LineBeigeXL,,¥900.00,$126.02,
7/30/2025,2,Chupa,Boy-Line,Beige,L,Bhod Thakchen,Thakshar Chupa,¥180.00,$25.20,FALSE,5,5,btBoy-Line,btBoy-LineBeigeL,,¥900.00,$126.02,
7/30/2025,2,Chupa,LhasaDhi,Green,XL,BhodLa,Metok Utsang Chupa,¥150.00,$21.00,FALSE,3,3,blLhasaDhi,blLhasaDhiGreenXL,,¥450.00,$63.01,
7/30/2025,2,Chupa,LhasaDhi,Green,L,BhodLa,Metok Utsang Chupa,¥150.00,$21.00,FALSE,3,3,blLhasaDhi,blLhasaDhiGreenL,,¥450.00,$63.01,
7/30/2025,2,Chupa,LhasaDhi,Blue,XL,BhodLa,Metok Utsang Chupa,¥170.00,$23.80,FALSE,8,8,blLhasaDhi,blLhasaDhiBlueXL,,"¥1,360.00",$190.43,
7/30/2025,2,Chupa,LhasaDhi,Blue,L,BhodLa,Metok Utsang Chupa,¥170.00,$23.80,FALSE,4,4,blLhasaDhi,blLhasaDhiBlueL,,¥680.00,$95.22,
7/30/2025,2,Chupa,LhasaSweet,Pink,XL,BhodLa,Sweetheart Utsang Chupa,¥150.00,$21.00,FALSE,3,3,blLhasaSweet,blLhasaSweetPinkXL,,¥450.00,$63.01,
7/30/2025,2,Chupa,LhasaSweet,Pink,L,BhodLa,Sweetheart Utsang Chupa,¥150.00,$21.00,FALSE,3,3,blLhasaSweet,blLhasaSweetPinkL,,¥450.00,$63.01,
7/30/2025,2,Wonju,PlainMen,Mustard,XXL,Losan,Plain Boy Wonju,¥45.00,$6.30,FALSE,3,3,losPlainMen,losPlainMenMustardXXL,,¥135.00,$18.90,
7/30/2025,2,Wonju,PlainMen,Burgundy,XXL,Losan,Plain Boy Wonju,¥45.00,$6.30,FALSE,1,1,losPlainMen,losPlainMenBurgundyXXL,,¥45.00,$6.30,
7/30/2025,2,Wonju,PlainMen,Mustard,XL,Losan,Plain Boy Wonju,¥45.00,$6.30,FALSE,3,3,losPlainMen,losPlainMenMustardXL,,¥135.00,$18.90,
7/30/2025,2,Wonju,PlainMen,Burgundy,XL,Losan,Plain Boy Wonju,¥45.00,$6.30,FALSE,1,1,losPlainMen,losPlainMenBurgundyXL,,¥45.00,$6.30,
7/30/2025,2,Wonju,PlainMen,White,XL,Losan,Plain Boy Wonju,¥45.00,$6.30,FALSE,4,4,losPlainMen,losPlainMenWhiteXL,,¥180.00,$25.20,
7/30/2025,2,Wonju,PlainMen,Orange,XL,Losan,Plain Boy Wonju,¥45.00,$6.30,FALSE,4,4,losPlainMen,losPlainMenOrangeXL,,¥180.00,$25.20,
7/30/2025,2,Wonju,DhiMen,Black,XXL,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,5,5,jmDhiMen,jmDhiMenBlackXXL,,¥265.00,$37.11,
7/30/2025,2,Wonju,DhiMen,Black,XL,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,5,5,jmDhiMen,jmDhiMenBlackXL,,¥265.00,$37.11,
7/30/2025,2,Wonju,DhiMen,Black,L,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,3,3,jmDhiMen,jmDhiMenBlackL,,¥159.00,$22.26,
7/30/2025,2,Wonju,DhiMen,Burgundy,XXL,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,5,5,jmDhiMen,jmDhiMenBurgundyXXL,,¥265.00,$37.11,
7/30/2025,2,Wonju,DhiMen,Burgundy,XL,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,5,5,jmDhiMen,jmDhiMenBurgundyXL,,¥265.00,$37.11,
7/30/2025,2,Wonju,DhiMen,Burgundy,L,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,3,3,jmDhiMen,jmDhiMenBurgundyL,,¥159.00,$22.26,
7/30/2025,2,Wonju,DhiMen,White,XXL,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,5,5,jmDhiMen,jmDhiMenWhiteXXL,,¥265.00,$37.11,
7/30/2025,2,Wonju,DhiMen,White,XL,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,5,5,jmDhiMen,jmDhiMenWhiteXL,,¥265.00,$37.11,
7/30/2025,2,Wonju,DhiMen,White,L,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,3,3,jmDhiMen,jmDhiMenWhiteL,,¥159.00,$22.26,
7/30/2025,2,Wonju,DhiMen,Mustard,L,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,5,5,jmDhiMen,jmDhiMenMustardL,,¥265.00,$37.11,
7/30/2025,2,Wonju,DhiMen,Orange,XXL,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,5,5,jmDhiMen,jmDhiMenOrangeXXL,,¥265.00,$37.11,
7/30/2025,2,Wonju,DhiMen,Orange,XL,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,3,3,jmDhiMen,jmDhiMenOrangeXL,,¥159.00,$22.26,
7/30/2025,2,Wonju,DhiMen,Orange,L,Jama,Serdok Wonju,¥53.00,$7.42,FALSE,2,2,jmDhiMen,jmDhiMenOrangeL,,¥106.00,$14.84,
7/30/2025,2,Wonju,VestShirtMen,Mustard,XL,Losan,Phosar Wonju,¥50.00,$7.00,FALSE,2,2,losVestShirtMen,losVestShirtMenMustardXL,,¥100.00,$14.00,
7/30/2025,2,Wonju,VestShirtMen,Wine Red,XL,Losan,Phosar Wonju,¥50.00,$7.00,FALSE,2,2,losVestShirtMen,losVestShirtMenWine RedXL,,¥100.00,$14.00,
7/30/2025,2,Wonju,VestShirtMen,Mustard,XXL,Losan,Phosar Wonju,¥50.00,$7.00,FALSE,3,3,losVestShirtMen,losVestShirtMenMustardXXL,,¥150.00,$21.00,
7/30/2025,2,Wonju,VestShirtMen,Wine Red,XXL,Losan,Phosar Wonju,¥50.00,$7.00,FALSE,3,3,losVestShirtMen,losVestShirtMenWine RedXXL,,¥150.00,$21.00,
8/7/2025,2,Wonju,Metok,BlueSilk,XL,Phama Tsering Logya,,¥50.00,$7.00,FALSE,15,15,ptlMetok,ptlMetokBlueSilkXL,,¥750.00,$105.02,
8/7/2025,2,Wonju,Metok,BlueSilk,L,Phama Tsering Logya,,¥50.00,$7.00,FALSE,3,3,ptlMetok,ptlMetokBlueSilkL,,¥150.00,$21.00,
8/7/2025,2,Jewelry,,Man,N/A,Gyencha,Phosar Mecha,¥120.00,$16.80,FALSE,5,5,gc,gcMan,,¥600.00,$84.01,
8/7/2025,2,Jewelry,,GirlGold,N/A,Gyencha,Girl's Decor Dagger,¥30.00,$4.20,FALSE,4,4,gc,gcGirlGold,,¥120.00,$16.80,
8/7/2025,2,Jewelry,,GirlSilver,N/A,Gyencha,Girl's Decor Dagger,¥30.00,$4.20,FALSE,6,6,gc,gcGirlSilver,,¥180.00,$25.20,
8/7/2025,2,Jewelry,Lulong,SmallWhite,N/A,Gyencha,Small Lulong Pair,¥56.00,$7.84,FALSE,5,5,gcLulong,gcLulongSmallWhite,,¥280.00,$39.21,"*Quanitity pertains to pairs, reciept to individual"
8/7/2025,2,Jewelry,Lulong,SmallDark,N/A,Gyencha,Small Lulong Pair,¥50.00,$7.00,FALSE,2,2,gcLulong,gcLulongSmallDark,,¥100.00,$14.00,"*Quanitity pertains to pairs, reciept to individual"
8/7/2025,2,Jewelry,,Small,N/A,Gyencha,Small Pinkap,¥7.00,$0.98,FALSE,25,25,gc,gcSmall,,¥175.00,$24.50,
8/7/2025,2,Jewelry,,BigSilver,N/A,Gyencha,Big Silver Charma,¥85.00,$11.90,FALSE,5,5,gc,gcBigSilver,,¥425.00,$59.51,
8/7/2025,2,Jewelry,GhawuGirl,Blue,N/A,Gyencha,Women's Ghawu,¥10.00,$1.40,FALSE,3,3,gcGhawuGirl,gcGhawuGirlBlue,,¥30.00,$4.20,
8/7/2025,2,Jewelry,GhawuGirl,Red,N/A,Gyencha,Women's Ghawu,¥10.00,$1.40,FALSE,3,3,gcGhawuGirl,gcGhawuGirlRed,,¥30.00,$4.20,
8/7/2025,2,Jewelry,GhawuGuy,Gold,N/A,Gyencha,Men's Ghawu,¥10.00,$1.40,FALSE,2,2,gcGhawuGuy,gcGhawuGuyGold,,¥20.00,$2.80,
8/7/2025,2,Jewelry,GhawuGuy,DarkSilv,N/A,Gyencha,Men's Ghawu,¥10.00,$1.40,FALSE,1,1,gcGhawuGuy,gcGhawuGuyDarkSilv,,¥10.00,$1.40,
8/7/2025,2,Jewelry,String,Braided,N/A,Gyencha,,¥2.00,$0.28,FALSE,10,10,gcString,gcStringBraided,,¥20.00,$2.80,
8/7/2025,2,Chupa,MenFold,GoldWhite,XL,Phama Tsering Logya,,¥190.00,$26.60,FALSE,1,1,ptlMenFold,ptlMenFoldGoldWhiteXL,,¥190.00,$26.60,
8/7/2025,2,Chupa,MenFold,,XL,Phama Tsering Logya,,¥190.00,$26.60,FALSE,1,1,ptlMenFold,ptlMenFoldXL,,¥190.00,$26.60,
8/7/2025,2,Chupa,GirlFold,BlueBlack,XL,Phama Tsering Logya,,¥190.00,$26.60,FALSE,1,1,ptlGirlFold,ptlGirlFoldBlueBlackXL,,¥190.00,$26.60,
8/7/2025,2,Chupa,GirlFold,GreenWhite,XL,Phama Tsering Logya,,¥190.00,$26.60,FALSE,1,1,ptlGirlFold,ptlGirlFoldGreenWhiteXL,,¥190.00,$26.60,
